Year,"Country of origin","Country of asylum",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2023,"Sierra Leone",Tunisia,U,FI,P,5,0,0,32,37
2019,Libya,Tunisia,U,FI,P,10,0,0,0,10
2022,Gambia,Tunisia,U,FI,P,0,0,0,10,10
2024,Chad,Tunisia,U,FI,P,0,0,0,11,11
2019,Palestinian,Tunisia,U,FI,P,5,0,0,0,5
2015,Palestinian,Tunisia,U,FI,P,10,0,0,0,10
2018,Palestinian,Tunisia,U,FI,P,5,0,0,0,5
2021,Liberia,Tunisia,U,FI,P,0,0,0,5,5
2022,"Dem. Rep. of the Congo",Tunisia,U,FI,P,0,0,0,5,5
2021,Ethiopia,Tunisia,U,FI,P,0,0,0,11,11
2024,Eritrea,Tunisia,U,FI,P,22,0,0,5,27
2022,Comoros,Tunisia,U,FI,P,0,0,0,5,5
2023,Gambia,Tunisia,U,FI,P,0,0,0,5,5
2020,Iraq,Tunisia,U,FI,P,5,0,0,0,5
2022,Palestinian,Tunisia,U,FI,P,0,0,0,13,13
2024,Libya,Tunisia,U,FI,P,10,0,0,12,22
2024,Senegal,Tunisia,U,FI,P,0,0,0,11,11
2018,Lebanon,Tunisia,U,FI,P,5,0,0,0,5
2021,Libya,Tunisia,U,FI,P,37,0,0,13,50
2015,Sudan,Tunisia,U,FI,P,5,0,0,5,10
2016,Morocco,Tunisia,U,FI,P,5,0,0,0,5
2020,Yemen,Tunisia,U,FI,P,10,0,0,0,10
2014,Iraq,Tunisia,U,FI,P,10,0,0,0,10
2021,Congo,Tunisia,U,FI,P,0,0,0,5,5
2022,Egypt,Tunisia,U,FI,P,0,0,0,5,5
2017,Palestinian,Tunisia,U,FI,P,5,0,0,0,5
2021,Senegal,Tunisia,U,AR,P,0,0,0,5,5
2022,Libya,Tunisia,U,FI,P,47,0,0,0,47
2024,Ethiopia,Tunisia,U,FI,P,5,0,0,0,5
2018,Senegal,Tunisia,U,FI,P,0,0,0,5,5
2016,Türkiye,Tunisia,U,FI,P,5,0,0,0,5
2022,"Central African Rep.",Tunisia,U,FI,P,5,0,0,5,10
2021,"Syrian Arab Rep.",Tunisia,U,FI,P,12,0,0,0,12
2024,Nigeria,Tunisia,U,FI,P,5,0,0,13,18
2023,Chad,Tunisia,U,FI,P,0,0,0,5,5
2022,Lebanon,Tunisia,U,FI,P,0,0,0,5,5
2020,Guinea,Tunisia,U,FI,P,0,0,0,5,5
2018,Nigeria,Tunisia,U,FI,P,0,0,0,5,5
2022,Yemen,Tunisia,U,FI,P,0,0,0,5,5
2020,"South Sudan",Tunisia,U,FI,P,5,0,0,5,10
2021,"Burkina Faso",Tunisia,U,FI,P,13,0,0,5,18
2023,Yemen,Tunisia,U,FI,P,10,0,0,0,10
2014,Mali,Tunisia,U,FI,P,0,0,0,5,5
2019,"Sierra Leone",Tunisia,U,FI,P,5,0,0,0,5
2024,Palestinian,Tunisia,U,FI,P,0,0,0,11,11
2019,Eritrea,Tunisia,U,FI,P,129,0,0,0,129
2015,Eritrea,Tunisia,U,FI,P,5,0,0,5,10
2023,Iraq,Tunisia,U,FI,P,0,0,0,5,5
2022,Sudan,Tunisia,U,FI,P,45,0,0,207,252
2020,Sudan,Tunisia,U,FI,P,96,0,0,28,124
2024,"Burkina Faso",Tunisia,U,FI,P,5,0,0,28,33
2021,Mali,Tunisia,U,FI,P,11,0,0,5,16
2016,"Cote d'Ivoire",Tunisia,U,AR,P,0,0,0,12,12
2019,Cameroon,Tunisia,U,FI,P,5,0,0,0,5
2020,Ethiopia,Tunisia,U,FI,P,0,0,0,5,5
2023,Guinea,Tunisia,U,FI,P,5,0,0,179,184
2015,Ethiopia,Tunisia,U,FI,P,5,0,0,0,5
2022,Bangladesh,Tunisia,U,FI,P,0,0,0,5,5
2019,"Cote d'Ivoire",Tunisia,U,FI,P,11,0,0,0,11
2018,"Cote d'Ivoire",Tunisia,U,FI,P,0,0,0,5,5
2018,Cameroon,Tunisia,U,FI,P,5,0,0,5,10
2021,"South Sudan",Tunisia,U,FI,P,0,0,0,5,5
2021,Chad,Tunisia,U,FI,P,5,0,0,5,10
2023,"Burkina Faso",Tunisia,U,FI,P,5,0,0,5,10
2014,Libya,Tunisia,U,FI,P,0,0,0,5,5
2016,Somalia,Tunisia,U,FI,P,0,0,0,5,5
2022,Congo,Tunisia,U,FI,P,0,0,0,5,5
2022,"Sierra Leone",Tunisia,U,FI,P,0,0,0,12,12
2021,Eritrea,Tunisia,U,AR,P,0,0,0,5,5
2023,Mali,Tunisia,U,FI,P,5,0,0,19,24
2020,"Iran (Islamic Rep. of)",Tunisia,U,FI,P,5,0,0,0,5
2020,Palestinian,Tunisia,U,FI,P,0,0,0,5,5
2014,Palestinian,Tunisia,U,FI,P,5,0,0,12,17
2022,Algeria,Tunisia,U,FI,P,5,0,0,0,5
2023,"Dem. Rep. of the Congo",Tunisia,U,FI,P,0,0,0,29,29
2020,Nigeria,Tunisia,U,FI,P,5,0,0,0,5
2021,Sudan,Tunisia,U,FI,P,56,0,0,40,96
2024,Liberia,Tunisia,U,FI,P,0,0,0,14,14
2024,Niger,Tunisia,U,FI,P,0,0,0,5,5
2021,Ethiopia,Tunisia,U,AR,P,0,0,0,5,5
2022,Somalia,Tunisia,U,FI,P,26,0,0,71,97
2014,"Dem. Rep. of the Congo",Tunisia,U,FI,P,5,0,0,5,10
2018,"Dem. Rep. of the Congo",Tunisia,U,FI,P,0,0,0,5,5
2024,Egypt,Tunisia,U,FI,P,0,0,0,5,5
2022,Liberia,Tunisia,U,FI,P,0,0,0,12,12
2020,Somalia,Tunisia,U,FI,P,18,0,0,32,50
2019,Sudan,Tunisia,U,FI,P,21,0,0,0,21
2017,Libya,Türkiye,U,AR,P,0,0,0,10,10
2018,Lebanon,Türkiye,U,FI,P,0,0,0,5,5
2017,Bangladesh,Türkiye,U,FI,P,0,0,0,21,21
2015,Sudan,Türkiye,U,RA,P,5,0,0,0,5
2016,Ghana,Türkiye,U,FI,P,0,0,0,13,13
2016,Morocco,Türkiye,U,FI,P,5,0,0,13,18
2014,Ghana,Türkiye,U,FI,P,0,0,0,28,28
2016,Stateless,Türkiye,U,FI,P,14,0,0,0,14
2015,Cameroon,Türkiye,U,AR,P,0,0,0,5,5
2017,Palestinian,Türkiye,U,FI,P,160,0,0,213,373
2017,Afghanistan,Türkiye,U,AR,P,16,0,0,12,28
2017,Afghanistan,Türkiye,U,RA,P,0,0,0,10,10
2017,Lebanon,Türkiye,U,FI,P,0,0,0,5,5
2018,Senegal,Türkiye,U,FI,P,0,0,0,5,5
2018,"Syrian Arab Rep.",Türkiye,U,FI,P,0,0,0,56,56
2016,"United Arab Emirates",Türkiye,U,FI,P,0,0,0,5,5
2018,Uzbekistan,Türkiye,U,FI,P,0,0,0,50,50
2018,Ghana,Türkiye,U,FI,P,0,0,0,5,5
2014,Algeria,Türkiye,U,FI,P,0,0,0,11,11
2015,Senegal,Türkiye,U,FI,P,0,0,0,14,14
2014,Jordan,Türkiye,U,FI,P,14,0,0,0,14
2014,Togo,Türkiye,U,FI,P,0,0,0,5,5
2016,Uganda,Türkiye,U,AR,P,0,0,0,5,5
2014,Angola,Türkiye,U,FI,P,0,0,0,5,5
2018,Nigeria,Türkiye,U,FI,P,0,0,0,21,21
2016,Egypt,Türkiye,U,AR,P,0,0,0,5,5
2017,"Sri Lanka",Türkiye,U,FI,P,5,0,0,0,5
2017,Senegal,Türkiye,U,FI,P,0,0,0,5,5
2016,Guinea,Türkiye,U,FI,P,0,0,0,5,5
2015,Uzbekistan,Türkiye,U,AR,P,0,0,0,17,17
2018,Egypt,Türkiye,U,FI,P,10,0,0,19,29
2017,Nigeria,Türkiye,U,FI,P,0,0,0,28,28
2016,Lebanon,Türkiye,U,FI,P,5,0,0,19,24
2016,"Saudi Arabia",Türkiye,U,FI,P,5,0,0,0,5
2014,Mali,Türkiye,U,FI,P,5,0,0,67,72
2017,Algeria,Türkiye,U,FI,P,0,0,0,10,10
2017,Ghana,Türkiye,U,FI,P,0,0,0,5,5
2015,Afghanistan,Türkiye,U,RA,P,15,0,0,17,32
2014,"Central African Rep.",Türkiye,U,FI,P,0,0,0,13,13
2015,Nigeria,Türkiye,U,AR,P,0,0,0,13,13
2016,Eritrea,Türkiye,U,FI,P,11,0,0,125,136
2014,Tunisia,Türkiye,U,FI,P,5,0,0,5,10
2018,Jordan,Türkiye,U,FI,P,5,0,0,12,17
2017,Djibouti,Türkiye,U,FI,P,0,0,0,5,5
2015,Jordan,Türkiye,U,FI,P,0,0,0,12,12
2016,Senegal,Türkiye,U,FI,P,0,0,0,14,14
2015,"United Rep. of Tanzania",Türkiye,U,FI,P,0,0,0,5,5
2014,Eritrea,Türkiye,U,AR,P,0,0,0,5,5
2017,"Dominican Rep.",Türkiye,U,FI,P,0,0,0,5,5
2014,Kyrgyzstan,Türkiye,U,FI,P,0,0,0,14,14
2015,Eritrea,Türkiye,U,AR,P,0,0,0,5,5
2017,Tajikistan,Türkiye,U,FI,P,0,0,0,37,37
2018,Mali,Türkiye,U,FI,P,0,0,0,5,5
2015,Yemen,Türkiye,U,AR,P,23,0,0,5,28
2017,Turkmenistan,Türkiye,U,FI,P,0,0,0,123,123
2015,Tajikistan,Türkiye,U,FI,P,5,0,0,30,35
2015,Somalia,Türkiye,U,AR,P,0,0,0,14,14
2015,Somalia,Türkiye,U,RA,P,5,0,0,5,10
2014,China,Türkiye,U,FI,P,0,0,0,10,10
2017,Guinea,Türkiye,U,FI,P,5,0,0,5,10
2015,Turkmenistan,Türkiye,U,FI,P,0,0,0,71,71
2016,"Sierra Leone",Türkiye,U,FI,P,0,0,0,5,5
2017,Egypt,Türkiye,U,FI,P,5,0,0,25,30
2015,Mali,Türkiye,U,FI,P,0,0,0,10,10
2015,Kenya,Türkiye,U,FI,P,0,0,0,11,11
2014,Morocco,Türkiye,U,FI,P,13,0,0,10,23
2014,Azerbaijan,Türkiye,U,FI,P,5,0,0,0,5
2016,Cameroon,Türkiye,U,FI,P,5,0,0,38,43
2016,Burundi,Türkiye,U,FI,P,0,0,0,5,5
2016,Gabon,Türkiye,U,FI,P,0,0,0,5,5
2016,"Syrian Arab Rep.",Türkiye,U,AR,P,0,0,0,14,14
2017,Kazakhstan,Türkiye,U,FI,P,0,0,0,17,17
2016,Uzbekistan,Türkiye,U,AR,P,0,0,0,10,10
2015,Ethiopia,Türkiye,U,AR,P,0,0,0,5,5
2018,"Cote d'Ivoire",Türkiye,U,FI,P,0,0,0,5,5
2018,Ethiopia,Türkiye,U,FI,P,0,0,0,56,56
2017,Kenya,Türkiye,U,FI,P,0,0,0,5,5
2016,Gambia,Türkiye,U,FI,P,0,0,0,5,5
2018,Cameroon,Türkiye,U,FI,P,0,0,0,25,25
2014,India,Türkiye,U,FI,P,0,0,0,5,5
2016,India,Türkiye,U,FI,P,0,0,0,10,10
2014,Myanmar,Türkiye,U,FI,P,0,0,0,10,10
2015,Kuwait,Türkiye,U,FI,P,0,0,0,5,5
2014,Sudan,Türkiye,U,AR,P,5,0,0,0,5
2016,Jordan,Türkiye,U,FI,P,5,0,0,16,21
2014,Libya,Türkiye,U,FI,P,12,0,0,5,17
2018,Stateless,Türkiye,U,FI,P,0,0,0,11,11
2016,Somalia,Türkiye,U,AR,P,5,0,0,14,19
2017,Mongolia,Türkiye,U,FI,P,0,0,0,20,20
2016,Pakistan,Türkiye,U,AR,P,0,0,0,14,14
2015,"South Sudan",Türkiye,U,FI,P,5,0,0,0,5
2016,Afghanistan,Türkiye,U,RA,P,10,0,0,15,25
2018,Congo,Türkiye,U,FI,P,0,0,0,30,30
2016,Kazakhstan,Türkiye,U,FI,P,0,0,0,22,22
2017,Romania,Türkiye,U,FI,P,0,0,0,5,5
2018,Uganda,Türkiye,U,FI,P,0,0,0,99,99
2022,Ukraine,Türkiye,G,FI,P,2768,0,0,0,2768
2017,"Cote d'Ivoire",Türkiye,U,FI,P,0,0,0,5,5
2016,Yemen,Türkiye,U,FI,P,74,0,0,91,165
2014,Palestinian,Türkiye,U,FI,P,322,0,0,64,386
2017,Ethiopia,Türkiye,U,FI,P,10,0,0,62,72
2017,Burundi,Türkiye,U,FI,P,5,0,0,5,10
2015,Stateless,Türkiye,U,FI,P,5,0,0,25,30
2018,Afghanistan,Türkiye,U,RA,P,0,0,0,5,5
2016,Philippines,Türkiye,U,FI,P,0,0,0,5,5
2016,"Dem. Rep. of the Congo",Türkiye,U,AR,P,0,0,0,5,5
2014,Bangladesh,Türkiye,U,FI,P,0,0,0,64,64
2015,"Russian Federation",Türkiye,U,FI,P,0,0,0,5,5
2015,Myanmar,Türkiye,U,FI,P,0,0,0,5,5
2015,Uganda,Türkiye,U,AR,P,0,0,0,11,11
2016,Kyrgyzstan,Türkiye,U,AR,P,0,0,0,10,10
2017,Congo,Türkiye,U,FI,P,0,0,0,63,63
2017,Uganda,Türkiye,U,AR,P,0,0,0,5,5
2016,Mongolia,Türkiye,U,FI,P,0,0,0,33,33
2018,"Dem. Rep. of the Congo",Türkiye,U,FI,P,0,0,0,44,44
2016,Algeria,Türkiye,U,AR,P,0,0,0,5,5
2018,"Iran (Islamic Rep. of)",Türkiye,U,RA,P,5,0,0,0,5
2017,Libya,Türkiye,U,FI,P,0,0,0,10,10
2017,Sudan,Türkiye,U,FI,P,10,0,0,22,32
2015,Sudan,Türkiye,U,FI,P,31,0,0,107,138
2015,Lebanon,Türkiye,U,AR,P,0,0,0,5,5
2017,"Unknown ",Türkiye,U,FI,P,0,0,0,13,13
2014,Nigeria,Türkiye,U,AR,P,0,0,0,5,5
2018,Algeria,Türkiye,U,FI,P,0,0,0,5,5
2017,Afghanistan,Türkiye,U,FI,P,2670,0,0,21532,24202
2014,Tajikistan,Türkiye,U,FI,P,5,0,0,32,37
2015,Ghana,Türkiye,U,FI,P,0,0,0,10,10
2016,Myanmar,Türkiye,U,FI,P,0,0,0,5,5
2015,"Sri Lanka",Türkiye,U,FI,P,0,0,0,5,5
2015,Congo,Türkiye,U,AR,P,0,0,0,10,10
2016,Libya,Türkiye,U,FI,P,13,0,0,10,23
2016,"Central African Rep.",Türkiye,U,FI,P,0,0,0,10,10
2018,Iraq,Türkiye,U,FI,P,2918,0,0,29056,31974
2018,"Sierra Leone",Türkiye,U,FI,P,0,0,0,10,10
2015,Iraq,Türkiye,U,RA,P,10,0,0,359,369
2014,Pakistan,Türkiye,U,FI,P,5,0,0,306,311
2016,Nepal,Türkiye,U,FI,P,0,0,0,5,5
2018,Tajikistan,Türkiye,U,FI,P,0,0,0,51,51
2017,"Syrian Arab Rep.",Türkiye,U,FI,P,5,0,0,30,35
2015,"Sierra Leone",Türkiye,U,FI,P,0,0,0,10,10
2014,Guinea,Türkiye,U,FI,P,0,0,0,12,12
2014,Kazakhstan,Türkiye,U,FI,P,0,0,0,13,13
2018,Turkmenistan,Türkiye,U,FI,P,0,0,0,62,62
2017,Uzbekistan,Türkiye,U,FI,P,5,0,0,143,148
2018,"Central African Rep.",Türkiye,U,FI,P,0,0,0,5,5
2015,Afghanistan,Türkiye,U,FI,P,318,0,0,5890,6208
2017,Iraq,Türkiye,U,AR,P,5,0,0,0,5
2017,Iraq,Türkiye,U,RA,P,5,0,0,11,16
2015,Guinea,Türkiye,U,FI,P,0,0,0,5,5
2017,"Sierra Leone",Türkiye,U,FI,P,0,0,0,12,12
2015,"Dem. Rep. of the Congo",Türkiye,U,AR,P,0,0,0,11,11
2016,China,Türkiye,U,FI,P,0,0,0,27,27
2017,Angola,Türkiye,U,FI,P,0,0,0,5,5
2018,Somalia,Türkiye,U,FI,P,32,0,0,345,377
2018,Yemen,Türkiye,U,FI,P,15,0,0,50,65
2014,Eritrea,Türkiye,U,FI,P,19,0,0,35,54
2016,"Sri Lanka",Türkiye,U,FI,P,0,0,0,5,5
2014,Mongolia,Türkiye,U,FI,P,0,0,0,23,23
2018,Kazakhstan,Türkiye,U,FI,P,0,0,0,21,21
2015,Eritrea,Türkiye,U,FI,P,18,0,0,39,57
2015,Kazakhstan,Türkiye,U,FI,P,0,0,0,5,5
2015,Yemen,Türkiye,U,FI,P,40,0,0,94,134
2014,Stateless,Türkiye,U,FI,P,50,0,0,0,50
2018,Eritrea,Türkiye,U,FI,P,0,0,0,10,10
2018,China,Türkiye,U,FI,P,0,0,0,5,5
2018,Zimbabwe,Türkiye,U,FI,P,5,0,0,0,5
2016,Ethiopia,Türkiye,U,FI,P,16,0,0,45,61
2018,Tunisia,Türkiye,U,FI,P,0,0,0,5,5
2016,Nigeria,Türkiye,U,FI,P,0,0,0,53,53
2017,Somalia,Türkiye,U,AR,P,5,0,0,0,5
2017,Jordan,Türkiye,U,FI,P,0,0,0,13,13
2016,Iraq,Türkiye,U,RA,P,5,0,0,93,98
2015,Pakistan,Türkiye,U,AR,P,0,0,0,5,5
2016,"Cote d'Ivoire",Türkiye,U,FI,P,0,0,0,19,19
2014,Morocco,Türkiye,U,RA,P,0,0,0,5,5
2016,Cameroon,Türkiye,U,AR,P,0,0,0,5,5
2014,Ethiopia,Türkiye,U,FI,P,14,0,0,49,63
2017,Yemen,Türkiye,U,FI,P,13,0,0,16,29
2016,"Syrian Arab Rep.",Türkiye,U,FI,P,10,0,0,128,138
2017,Mali,Türkiye,U,FI,P,0,0,0,5,5
2016,Uzbekistan,Türkiye,U,FI,P,5,0,0,109,114
2015,Angola,Türkiye,U,FI,P,0,0,0,5,5
2015,Ethiopia,Türkiye,U,FI,P,0,0,0,55,55
2018,Mongolia,Türkiye,U,FI,P,0,0,0,10,10
2014,Gabon,Türkiye,U,FI,P,0,0,0,5,5
2018,Kyrgyzstan,Türkiye,U,FI,P,0,0,0,21,21
2015,Philippines,Türkiye,U,FI,P,0,0,0,5,5
2017,China,Türkiye,U,FI,P,0,0,0,5,5
2017,Tunisia,Türkiye,U,FI,P,5,0,0,12,17
2016,Congo,Türkiye,U,FI,P,0,0,0,147,147
2014,Burundi,Türkiye,U,FI,P,5,0,0,0,5
2017,Eritrea,Türkiye,U,FI,P,0,0,0,24,24
2018,Burundi,Türkiye,U,FI,P,0,0,0,5,5
2015,Mongolia,Türkiye,U,FI,P,0,0,0,24,24
2016,Somalia,Türkiye,U,FI,P,189,0,0,661,850
2015,"Central African Rep.",Türkiye,U,FI,P,0,0,0,5,5
2017,Kyrgyzstan,Türkiye,U,FI,P,0,0,0,31,31
2018,Morocco,Türkiye,U,FI,P,0,0,0,21,21
2016,Pakistan,Türkiye,U,FI,P,14,0,0,1828,1842
2016,Afghanistan,Türkiye,U,FI,P,1252,0,0,8872,10124
2016,Bangladesh,Türkiye,U,FI,P,0,0,0,233,233
2016,Palestinian,Türkiye,U,FI,P,105,0,0,158,263
2015,Morocco,Türkiye,U,AR,P,13,0,0,0,13
2017,Kuwait,Türkiye,U,FI,P,0,0,0,5,5
2014,Lebanon,Türkiye,U,FI,P,0,0,0,14,14
2017,Morocco,Türkiye,U,FI,P,0,0,0,18,18
2017,Cameroon,Türkiye,U,FI,P,0,0,0,31,31
2017,"United Arab Emirates",Türkiye,U,FI,P,5,0,0,0,5
2018,Afghanistan,Türkiye,U,FI,P,1155,0,0,44773,45928
2014,Niger,Türkiye,U,FI,P,0,0,0,10,10
2014,Senegal,Türkiye,U,FI,P,0,0,0,22,22
2014,Bangladesh,Türkiye,U,AR,P,0,0,0,5,5
2018,Bangladesh,Türkiye,U,FI,P,0,0,0,43,43
2015,Palestinian,Türkiye,U,FI,P,138,0,0,90,228
2018,Rwanda,Türkiye,U,FI,P,0,0,0,5,5
2015,Libya,Türkiye,U,FI,P,14,0,0,0,14
2018,Libya,Türkiye,U,FI,P,5,0,0,14,19
2018,Palestinian,Türkiye,U,FI,P,103,0,0,138,241
2015,China,Türkiye,U,FI,P,0,0,0,10,10
2016,Kyrgyzstan,Türkiye,U,FI,P,0,0,0,16,16
2017,Myanmar,Türkiye,U,FI,P,0,0,0,10,10
2014,Afghanistan,Türkiye,U,FI,P,546,0,0,4345,4891
2017,"Russian Federation",Türkiye,U,FI,P,0,0,0,5,5
2014,"Syrian Arab Rep.",Türkiye,U,FI,P,8230,0,0,0,8230
2016,Algeria,Türkiye,U,FI,P,0,0,0,5,5
2016,Tunisia,Türkiye,U,FI,P,0,0,0,10,10
2015,Rwanda,Türkiye,U,FI,P,0,0,0,5,5
2015,Nepal,Türkiye,U,FI,P,0,0,0,5,5
2019,Sudan,"United Arab Emirates",U,FI,P,0,0,0,10,10
2017,Sudan,"United Arab Emirates",U,FI,P,5,0,0,0,5
2021,Libya,"United Arab Emirates",U,FI,P,0,0,0,5,5
2014,Iraq,"United Arab Emirates",U,FA,P,85,0,0,0,85
2021,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,68,0,0,23,91
2017,"Iran (Islamic Rep. of)","United Arab Emirates",U,FI,P,5,0,0,0,5
2014,Somalia,"United Arab Emirates",U,FA,P,0,0,0,12,12
2019,Egypt,"United Arab Emirates",U,FI,P,5,0,0,0,5
2017,"Saudi Arabia","United Arab Emirates",U,FI,P,5,0,0,0,5
2018,Iraq,"United Arab Emirates",U,FI,P,85,0,0,0,85
2015,Iraq,"United Arab Emirates",U,AR,P,334,0,0,10,344
2019,Chad,"United Arab Emirates",U,FI,P,5,0,0,0,5
2022,Yemen,"United Arab Emirates",U,FI,P,5,0,0,5,10
2017,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,45,0,0,247,292
2018,Somalia,"United Arab Emirates",U,FI,P,5,0,0,0,5
2021,Iraq,"United Arab Emirates",U,FI,P,16,0,0,5,21
2018,Yemen,"United Arab Emirates",U,FI,P,5,0,0,0,5
2018,Pakistan,"United Arab Emirates",U,FI,P,5,0,0,0,5
2020,Sudan,"United Arab Emirates",U,FI,P,0,0,0,5,5
2018,Eritrea,"United Arab Emirates",U,FI,P,5,0,0,0,5
2016,Iraq,"United Arab Emirates",U,NA,P,224,0,0,0,224
2014,Ethiopia,"United Arab Emirates",U,FA,P,10,0,0,0,10
2016,"Syrian Arab Rep.","United Arab Emirates",U,NA,P,101,0,0,0,101
2020,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,86,0,0,12,98
2022,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,89,0,0,0,89
2018,Kuwait,"United Arab Emirates",U,FI,P,5,0,0,0,5
2023,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,115,0,0,11,126
2024,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,17,0,0,62,79
2014,"Iran (Islamic Rep. of)","United Arab Emirates",U,FA,P,5,0,0,0,5
2023,Pakistan,"United Arab Emirates",U,FI,P,5,0,0,0,5
2018,Palestinian,"United Arab Emirates",U,FI,P,5,0,0,130,135
2017,Uganda,"United Arab Emirates",U,FI,P,5,0,0,0,5
2014,Afghanistan,"United Arab Emirates",U,FA,P,5,0,0,0,5
2014,"Syrian Arab Rep.","United Arab Emirates",U,FA,P,5,0,0,0,5
2020,Iraq,"United Arab Emirates",U,FI,P,25,0,0,5,30
2018,Lebanon,"United Arab Emirates",U,FI,P,11,0,0,0,11
2023,Palestinian,"United Arab Emirates",U,FI,P,5,0,0,0,5
2017,Palestinian,"United Arab Emirates",U,FI,P,5,0,0,22,27
2017,Afghanistan,"United Arab Emirates",U,FI,P,5,0,0,0,5
2017,Lebanon,"United Arab Emirates",U,FI,P,5,0,0,0,5
2018,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,170,0,0,2418,2588
2019,Iraq,"United Arab Emirates",U,FI,P,35,0,0,0,35
2019,"Syrian Arab Rep.","United Arab Emirates",U,FI,P,112,0,0,650,762
2015,"Syrian Arab Rep.","United Arab Emirates",U,AR,P,19,0,0,5,24
2018,Jordan,"United Arab Emirates",U,FI,P,5,0,0,0,5
2024,Iraq,"United Arab Emirates",U,FI,P,5,0,0,17,22
2022,Iraq,"United Arab Emirates",U,FI,P,20,0,0,5,25
2023,Iraq,"United Arab Emirates",U,FI,P,17,0,0,0,17
2022,Afghanistan,"United Arab Emirates",U,FI,P,5,0,0,0,5
2018,Ethiopia,"United Arab Emirates",U,FI,P,5,0,0,0,5
2021,Kyrgyzstan,"United Arab Emirates",U,FI,P,0,0,0,5,5
2020,Lebanon,"United Arab Emirates",U,FI,P,5,0,0,0,5
2020,"Iran (Islamic Rep. of)","United Arab Emirates",U,FI,P,5,0,0,0,5
2018,Liberia,"United Arab Emirates",U,FI,P,0,0,0,5,5
2015,Stateless,"United Arab Emirates",U,AR,P,5,0,0,0,5
2019,Palestinian,"United Arab Emirates",U,FI,P,5,0,0,39,44
2024,Eritrea,"United Arab Emirates",U,FI,P,0,0,0,5,5
2022,Palestinian,"United Arab Emirates",U,FI,P,5,0,0,0,5
2019,"Iran (Islamic Rep. of)","United Arab Emirates",U,FI,P,5,0,0,0,5
2018,"Iran (Islamic Rep. of)","United Arab Emirates",U,FI,P,5,0,0,0,5
2023,Egypt,Uganda,G,FI,P,5,0,0,0,5
2022,"Central African Rep.",Uganda,G,FI,P,0,0,0,14,14
2018,"Syrian Arab Rep.",Uganda,G,FI,P,0,0,0,5,5
2023,Chad,Uganda,G,FI,P,5,0,0,0,5
2016,"Central African Rep.",Uganda,G,FA,P,5,0,0,0,5
2020,"South Sudan",Uganda,G,FI,P,68,0,0,147,215
2024,Burundi,Uganda,G,FI,P,79,0,0,569,648
2023,Yemen,Uganda,G,FI,P,0,0,0,10,10
2020,Egypt,Uganda,G,FI,P,5,0,0,0,5
2018,"Central African Rep.",Uganda,G,FI,P,0,0,0,5,5
2015,"Syrian Arab Rep.",Uganda,G,FA,P,5,0,0,0,5
2019,Guinea,Uganda,G,FI,P,5,0,0,0,5
2024,"Dem. Rep. of the Congo",Uganda,G,FI,P,17,0,0,514,531
2019,Eritrea,Uganda,G,AR,P,12,0,0,0,12
2014,"South Sudan",Uganda,G,FA,P,2159,0,0,84,2243
2019,Pakistan,Uganda,G,FI,P,0,0,0,76,76
2015,Yemen,Uganda,G,FA,P,5,0,0,0,5
2019,Cameroon,Uganda,G,FI,P,5,0,0,0,5
2023,Afghanistan,Uganda,G,FI,P,80,0,0,0,80
2018,Kenya,Uganda,G,FI,P,5,0,0,5,10
2024,Afghanistan,Uganda,G,FI,P,5,0,0,0,5
2018,"South Sudan",Uganda,G,FI,P,5,0,0,290,295
2022,Afghanistan,Uganda,G,FI,P,31,0,0,0,31
2016,Congo,Uganda,G,FA,P,0,0,0,5,5
2021,"South Sudan",Uganda,G,FI,P,1608,0,0,0,1608
2018,Türkiye,Uganda,G,FI,P,13,0,0,5,18
2016,Somalia,Uganda,G,FA,P,5030,0,0,249,5279
2015,Egypt,Uganda,G,FA,P,0,0,0,5,5
2019,"South Sudan",Uganda,G,FI,P,17,0,0,302,319
2022,Kenya,Uganda,G,FI,P,5,0,0,0,5
2017,"South Sudan",Uganda,G,FA,P,152,0,0,460,612
2022,Pakistan,Uganda,G,FI,P,5,0,0,0,5
2023,"Dem. Rep. of the Congo",Uganda,G,AR,P,13,0,0,51,64
2022,Somalia,Uganda,G,FI,P,14387,0,0,0,14387
2023,Somalia,Uganda,G,FI,P,138,0,0,8082,8220
2024,Turkmenistan,Uganda,G,FI,P,0,0,0,10,10
2024,Yemen,Uganda,G,FI,P,10,0,0,0,10
2020,Pakistan,Uganda,G,FI,P,0,0,0,19,19
2021,"Syrian Arab Rep.",Uganda,G,FI,P,5,0,0,0,5
2019,"Central African Rep.",Uganda,G,FI,P,0,0,0,5,5
2022,Chad,Uganda,G,FI,P,5,0,0,0,5
2022,"South Sudan",Uganda,G,FI,P,0,0,0,20,20
2024,Somalia,Uganda,G,FI,P,8075,0,0,0,8075
2022,Yemen,Uganda,G,FI,P,5,0,0,0,5
