year,country,term,concerned-group,human-rights-theme,annotaion type
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['Educational staff & students'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Serbia'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Legal & institutional reform', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Serbia'],not provided,['Human rights defenders & activists'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & consultation with civil society', 'Legal & institutional reform', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Serbia'],not provided,"['Children', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Human rights education, trainings & awareness raising', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Serbia'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Serbia'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Serbia'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Right to participate in public affairs & right to vote']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Rule of law & impunity', 'Cultural rights', 'Freedom of thought, conscience & religion']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Rule of law & impunity', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['Educational staff & students'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & consultation with civil society', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Budget & resources (for human rights implementation)']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,['Kosovo*'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Data collection & research']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Ratification of & accession to international instruments', 'Right to participate in public affairs & right to vote', ' Civil & political rights - general measures of implementation', 'Freedom of opinion and expression & access to information', 'Right to education']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Civil society', 'Educational staff & students', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Equality & non-discrimination', 'Freedom of movement', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Right to peaceful assembly', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Internally displaced persons', 'Women & girls', 'Persons affected by armed conflict']","['Equality & non-discrimination', 'Constitutional & legislative framework', 'Right to participate in public affairs & right to vote', 'Transitional justice', ' Participation of women in political & public life\xa0', 'Discrimination against women']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Equality & non-discrimination', 'Cultural rights']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Freedom of thought, conscience & religion', ' Participation of women in political & public life\xa0']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Cultural rights', 'Good governance & corruption', 'Legal & institutional reform']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Cultural rights', 'Economic policy and foreign debt', 'Economic & political crisis, natural disasters or other emergencies', 'National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Human rights defenders & activists', 'Civil society', 'Law enforcement / police & prison officials', 'Roma, Gypsies, Sinti & Travellers', 'Public officials', 'Persons deprived of their liberty & detainees', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Non-citizens', 'Persons affected by armed conflict']","['Equality & non-discrimination', 'Freedom of movement', 'Rule of law & impunity', 'Racial discrimination', ' Human rights & counter-terrorism', 'Discrimination against women', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Refugees & asylum seekers', 'Children', 'Roma, Gypsies, Sinti & Travellers', 'Migrants', 'People of African Descent', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities', 'Non-citizens', 'Persons affected by armed conflict']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Rights related to marriage & family', 'Legal & institutional reform', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Constitutional & legislative framework', 'Right to participate in public affairs & right to vote', ' Participation of women in political & public life\xa0', 'Discrimination against women']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Human rights defenders & activists', 'Civil society', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Cooperation & consultation with civil society', 'Right to education']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Equality & non-discrimination', 'Cultural rights', 'Right to participate in public affairs & right to vote', ' Participation of women in political & public life\xa0', 'Land & property rights']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Internally displaced persons', 'Persons affected by armed conflict']","['Cultural rights', 'Transitional justice', 'Land & property rights']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Cultural rights', 'Access to justice & remedy', 'Data collection & research', 'Land & property rights']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Cooperation & Follow up with Treaty Bodies', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Cultural rights', 'Freedom of thought, conscience & religion', 'Transitional justice']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Youth & juveniles', 'Internally displaced persons', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Land & property rights', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']",['Cultural rights'],['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Human rights defenders & activists', 'Persons affected by armed conflict']",['Cultural rights'],['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Youth & juveniles', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Human rights education, trainings & awareness raising', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Social workers', 'Educational staff & students', 'Media', 'Persons affected by armed conflict', 'Military personnel']",['Cultural rights'],['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Civil society', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Cooperation & consultation with civil society', 'Human rights education, trainings & awareness raising', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Safe drinking water & sanitation']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Cultural rights', 'Freedom of thought, conscience & religion', 'Land & property rights']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Youth & juveniles', 'Persons with disabilities', 'Non-citizens', 'Persons affected by armed conflict']","['Freedom of movement', 'Rights related to name, identity & nationality', 'Cultural rights', 'Freedom of association', 'Human rights education, trainings & awareness raising', 'Persons with disabilities: accessibility, mobility', 'Constitutional & legislative framework', 'Persons with disabilities: independence, inclusion', 'Land & property rights', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Law enforcement / police & prison officials', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict', 'Military personnel']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Legal & institutional reform', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Freedom of thought, conscience & religion', 'Racial discrimination', 'Right to health', 'Constitutional & legislative framework', 'Right to participate in public affairs & right to vote', ' Civil & political rights - general measures of implementation']",['Concerns/Observations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Human rights education, trainings & awareness raising', 'Transitional justice']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Equality & non-discrimination', 'Cultural rights', 'Racial discrimination', 'Constitutional & legislative framework', 'Right to participate in public affairs & right to vote', 'Discrimination against women', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Children', 'Youth & juveniles', 'Public officials', 'Internally displaced persons', 'Educational staff & students', 'Vulnerable persons/groups', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Right to peaceful assembly', 'Transitional justice', ' Participation of women in political & public life\xa0']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to participate in public affairs & right to vote', 'Budget & resources (for human rights implementation)']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,['Persons affected by armed conflict'],"['Business & Human Rights', 'Equality & non-discrimination', 'Cultural rights', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Discrimination against women']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Migrants', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Freedom of movement', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & Follow up with Treaty Bodies', 'Labour rights and right to work', 'Ratification of & accession to international instruments']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Freedom of movement', 'Rule of law & impunity', 'Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Human rights & the environment', 'Cooperation & follow up with the Universal Periodic Review (UPR)', 'Right to participate in public affairs & right to vote', 'Safe drinking water & sanitation', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'Freedom of thought, conscience & religion']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Human rights defenders & activists', 'Law enforcement / police & prison officials', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Freedom of thought, conscience & religion']",['Recommendations']
 A/HRC/34/56/ADD.1 (SR Cultural rights 2017 ) ,['Cyprus'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Cultural rights', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Freedom of thought, conscience & religion', 'Human trafficking & contemporary forms of slavery', 'Right to participate in public affairs & right to vote']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['Persons living in poverty'],"['Human rights & poverty', 'Cultural rights', ' Right to development']",['Concerns/Observations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Cultural rights', 'Equality & non-discrimination', 'Human rights & the environment', 'Land & property rights']",['Concerns/Observations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Good governance & corruption', 'Right to peaceful assembly', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Cultural rights', 'Good governance & corruption', 'Cooperation & consultation with civil society', ' Right to development']",['Concerns/Observations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Good governance & corruption', 'Cooperation & consultation with civil society']",['Concerns/Observations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Ratification of & accession to international instruments']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Equality & non-discrimination', 'Constitutional & legislative framework']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Good governance & corruption', 'Cooperation & consultation with civil society', 'National Human Rights Institution (NHRI)']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Equality & non-discrimination', 'Right to participate in public affairs & right to vote']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],['Cooperation & Follow up with Special Procedures'],['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Data collection & research']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Legal & institutional reform']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Right to participate in public affairs & right to vote']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Good governance & corruption', 'Equality & non-discrimination', 'Access to justice & remedy', 'Right to participate in public affairs & right to vote']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Right to participate in public affairs & right to vote']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Human rights education, trainings & awareness raising', 'Right to education']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],['Cooperation & Follow up with Special Procedures'],['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Right to education']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Right to education']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Good governance & corruption', ' Right to development', 'Human rights & the environment']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', ' Right to development', 'Human rights & the environment']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Human rights education, trainings & awareness raising', 'Good governance & corruption', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Good governance & corruption']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Human rights & the environment']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Human rights & the environment']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Good governance & corruption', 'Cooperation & consultation with civil society', ' Right to development']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']",['Cultural rights'],['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['not provided'],"['Good governance & corruption', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,['Indigenous peoples'],"['Cultural rights', 'Ratification of & accession to international instruments']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Cooperation & consultation with civil society', ' Right to development', 'Human rights & the environment']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Administration of justice & fair trial']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']",['Cultural rights'],['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Public officials', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Good governance & corruption', 'Human rights & the environment']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Business & Human Rights', ' Right to development', 'Right to participate in public affairs & right to vote']",['Recommendations']
 A/HRC/31/59/Add.1 (SR Cultural rights 2016 ) ,['Botswana'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Right to education']",['Concerns/Observations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information', 'Right to education']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information', 'Right to education']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information', 'Right to education']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Right to education']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Cooperation & consultation with civil society', 'Legal & institutional reform', 'Freedom of opinion and expression & access to information', 'Budget & resources (for human rights implementation)']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Administration of justice & fair trial', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information', 'Access to justice & remedy']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],['Cultural rights'],['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Right to adequate housing']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],['Cultural rights'],['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],"['Cultural rights', 'Right to adequate housing']",['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],['Cultural rights'],['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,['not provided'],['Cultural rights'],['Recommendations']
 A/HRC/28/57/Add.1 (SR Cultural rights 2015 ) ,['Viet Nam'],not provided,"['Judges, lawyers and prosecutors']","['Cultural rights', 'Legal & institutional reform', 'Constitutional & legislative framework']",['Recommendations']
