year,country,term,concerned-group,human-rights-theme,annotaion type
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Women & girls']","['Violence against women', 'Equality & non-discrimination', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human trafficking & contemporary forms of slavery', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Migrants']","['Support to victims & witnesses', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Scope of international obligations']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Support to victims & witnesses', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Scope of international obligations']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Children', 'Medical staff / health professionals', 'Youth & juveniles', 'Vulnerable persons/groups', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Right to health', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to an adequate standard of living']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Youth & juveniles', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Equality & non-discrimination', 'Cultural rights', 'Children: juvenile justice', 'Human rights education, trainings & awareness raising', 'Children: definition; general principles; protection', 'Right to health', 'Cooperation with international organizations', 'Conditions of detention', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Human rights education, trainings & awareness raising', 'Right to life', 'Right to health', 'Data collection & research', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['Law enforcement / police & prison officials'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Right to health', 'Data collection & research', 'Conditions of detention']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['Persons deprived of their liberty & detainees'],"['Legal & institutional reform', 'Access to justice & remedy', 'National Preventive Mechanism (NPM)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['Medical staff / health professionals'],"['Support to victims & witnesses', 'Access to justice & remedy', 'National Preventive Mechanism (NPM)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Migrants']","['Arbitrary arrest & detention', 'Children: definition; general principles; protection', 'Right to health', 'Right to education']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children']","['Equality & non-discrimination', 'Right to health', 'Conditions of detention', 'Right to education']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Women & girls', 'Persons with disabilities']","['Violence against women', 'Administration of justice & fair trial', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', ' Right to self-determination', 'Discrimination against women', 'Persons with disabilities: protecting the integrity of the person']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Children', 'Women & girls', 'Persons with disabilities']","['Equality & non-discrimination', 'Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', ' Right to self-determination', 'Persons with disabilities: protecting the integrity of the person']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Public officials', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['Persons deprived of their liberty & detainees'],"['Access to justice & remedy', 'Conditions of detention']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Administration of justice & fair trial', 'Support to victims & witnesses', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Support to victims & witnesses', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Judges, lawyers and prosecutors']","['Administration of justice & fair trial', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Administration of justice & fair trial', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Law enforcement / police & prison officials', 'Roma, Gypsies, Sinti & Travellers', 'Migrants', 'People of African Descent', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Racial discrimination', 'Constitutional & legislative framework', 'Data collection & research']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Media', 'Judges, lawyers and prosecutors', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Racial discrimination', 'Access to justice & remedy']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Persons living in rural areas', 'Women & girls']","['Violence against women', 'Equality & non-discrimination', 'Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'National Human Rights Institution (NHRI)', 'Discrimination against women']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Persons living in rural areas', 'Women & girls']","['Violence against women', 'Equality & non-discrimination', 'Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Discrimination against women', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Children', 'Women & girls']","['Rule of law & impunity', 'Support to victims & witnesses', 'Children: protection against exploitation', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Human trafficking & contemporary forms of slavery', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Vulnerable persons/groups', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Human trafficking & contemporary forms of slavery', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Children', 'Medical staff / health professionals', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Support to victims & witnesses', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Constitutional & legislative framework', 'Sexual & gender-based violence', ' Right to self-determination']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Children', 'Youth & juveniles', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', ' Right to physical & moral integrity', 'Legal & institutional reform', 'Support to victims & witnesses', 'Constitutional & legislative framework', 'Sexual & gender-based violence', ' Right to self-determination', 'Freedom of opinion and expression & access to information']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['Persons deprived of their liberty & detainees'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'National Human Rights Action Plans (or specific areas) / implementation plans', ' Human rights & counter-terrorism', 'Access to justice & remedy', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['Persons deprived of their liberty & detainees'],"['Arbitrary arrest & detention', 'Rule of law & impunity', 'Legal & institutional reform', ' Human rights & counter-terrorism', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Scope of international obligations']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Public officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Conditions of detention']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Incorporation of Convention obligations into domestic law,['not provided'],"['Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Incorporation of Convention obligations into domestic law,['not provided'],"['Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Fundamental legal safeguards,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Access to justice & remedy', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Fundamental legal safeguards,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Sexual and gender-based violence,"['Law enforcement / police & prison officials', 'Women & girls']","['Violence against women', 'Equality & non-discrimination', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Sexual & gender-based violence', 'Discrimination against women']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Sexual and gender-based violence,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Women & girls']","['Violence against women', 'Rule of law & impunity', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Customary law and domestic application of the Convention,['not provided'],"['Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Customary law and domestic application of the Convention,['not provided'],"['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Conditions of detention,['Persons deprived of their liberty & detainees'],"['Constitutional & legislative framework', 'Right to food', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Conditions of detention,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Support to victims & witnesses', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Right to food', 'Conditions of detention', 'Safe drinking water & sanitation', 'Budget & resources (for human rights implementation)', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Criminalization of torture and the statute of limitations,['Persons deprived of their liberty & detainees'],"['Administration of justice & fair trial', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],Definition and criminalization of torture,"['Public officials', 'Military personnel']","['Rule of law & impunity', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Persons deprived of liberty: definition of torture & ill-treatment']",['Concerns/Observations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Criminalization of torture and the statute of limitations,['not provided'],"['Rule of law & impunity', 'Constitutional & legislative framework', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],Definition and criminalization of torture,['not provided'],"['Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Persons deprived of liberty: definition of torture & ill-treatment']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Fundamental legal safeguards,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Access to justice & remedy']",['Concerns/Observations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Allegations of serious human rights violations,"['Disappeared persons', 'Military personnel']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Death penalty', 'Right to life', 'Enforced disappearances', 'Economic & political crisis, natural disasters or other emergencies', 'Ratification of & accession to international instruments', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Extrajudicial, summary or arbitrary executions']",['Concerns/Observations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],National preventive mechanism,['not provided'],"['Ratification of & accession to international instruments', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Preventive Mechanism (NPM)']",['Concerns/Observations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Legal status of the Convention,['not provided'],['Constitutional & legislative framework'],['Concerns/Observations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Fundamental legal safeguards,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Allegations of serious human rights violations,['Law enforcement / police & prison officials'],"['Rule of law & impunity', 'Death penalty', 'Access to justice & remedy', 'Right to participate in public affairs & right to vote', ' Civil & political rights - general measures of implementation', 'Extrajudicial, summary or arbitrary executions']",['Recommendations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],National preventive mechanism,['not provided'],['National Preventive Mechanism (NPM)'],['Recommendations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Legal status of the Convention,"['Judges, lawyers and prosecutors']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Solitary confinement,"['Children', 'Persons deprived of their liberty & detainees']","['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],Fundamental legal safeguards,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Definition and criminalization of torture,['Public officials'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Right to life', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Definition and criminalization of torture,['not provided'],"['Rule of law & impunity', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Solitary confinement,"['Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],National preventive mechanism,['not provided'],"['National Human Rights Institution (NHRI)', 'National Preventive Mechanism (NPM)']",['Concerns/Observations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Counter-terrorism and state of emergency,"['Disappeared persons', 'Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Arbitrary arrest & detention', 'Administration of justice & fair trial', 'Legal & institutional reform', ' Human rights & counter-terrorism', 'Right to health', 'Enforced disappearances', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Derogation & state of emergency']",['Concerns/Observations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],National preventive mechanism,['not provided'],['National Preventive Mechanism (NPM)'],['Recommendations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Counter-terrorism and state of emergency,"['Disappeared persons', 'Law enforcement / police & prison officials', 'Public officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', ' Human rights & counter-terrorism', 'Enforced disappearances', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Derogation & state of emergency']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Conditions of detention,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Older persons', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Administration of justice & fair trial', 'Access to justice & remedy', 'Right to health', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Allegations of torture and impunity,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Allegations of torture and impunity,"['Law enforcement / police & prison officials', 'Public officials', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Conditions of detention,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Older persons', 'Women & girls', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Human rights education, trainings & awareness raising', 'Right to health', 'Conditions of detention', 'Right to education']",['Recommendations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],Fundamental legal safeguards,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Conditions of detention']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Juvenile justice,"['Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Legal & institutional reform', 'Children: definition; general principles; protection', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Juvenile justice,"['Children', 'Youth & juveniles']",['Children: juvenile justice'],['Recommendations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Pending follow-up issues from the previous reporting cycle,"['Refugees & asylum seekers', 'Migrants', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Cooperation & Follow up with Treaty Bodies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Complaint mechanisms,['Persons deprived of their liberty & detainees'],"['Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Definition of torture,['Public officials'],"['Equality & non-discrimination', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Complaint mechanisms,['not provided'],['Access to justice & remedy'],['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Investigation and prosecution of acts of torture and ill-treatment,"['Law enforcement / police & prison officials', 'Public officials']","['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Definition of torture,['Public officials'],"['Administration of justice & fair trial', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],"Principle of non-refoulement, migration and use of diplomatic assurances","['Refugees & asylum seekers', 'Migrants']","['Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Investigation and prosecution of acts of torture and ill-treatment,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Recommendations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],"Principle of non-refoulement, migration and use of diplomatic assurances","['Refugees & asylum seekers', 'Migrants']","['Legal & institutional reform', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Incommunicado detention,"['Judges, lawyers and prosecutors']","['Administration of justice & fair trial', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Enforced disappearances,['Disappeared persons'],"['Administration of justice & fair trial', ' Human rights & counter-terrorism', 'Enforced disappearances']",['Concerns/Observations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Allegations of torture and impunity,"['Disappeared persons', 'Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Right to life', 'Right to peaceful assembly', 'Enforced disappearances', 'Economic & political crisis, natural disasters or other emergencies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Incommunicado detention,['Persons deprived of their liberty & detainees'],"['Administration of justice & fair trial', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Enforced disappearances,['Disappeared persons'],"['Administration of justice & fair trial', 'Right to life', 'Access to justice & remedy', 'Enforced disappearances', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Juvenile justice,"['Children', 'Youth & juveniles', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Children: juvenile justice', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Liberty & security of the person', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', 'Conditions of detention']",['Concerns/Observations']
