un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Women & girls,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Women & girls,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Access to justice & remedy,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Access to justice & remedy,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Access to justice & remedy,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Access to justice & remedy,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Access to justice & remedy,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,not provided,Cooperation & Follow up with Special Procedures,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Media,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Media,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,not provided,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,not provided,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,not provided,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Administration of justice & fair trial,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Administration of justice & fair trial,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Administration of justice & fair trial,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Administration of justice & fair trial,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Administration of justice & fair trial,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Public officials,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Public officials,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Public officials,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Good governance & corruption,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Human rights & the environment,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Business & Human Rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Women & girls,Business & Human Rights,Recommendations,not provided
