un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
CAT,Committee against Torture, 2022,Malawi,Vulnerable persons/groups,"Human rights education, trainings & awareness raising",Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Vulnerable persons/groups,Access to justice & remedy,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Vulnerable persons/groups,Constitutional & legislative framework,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Vulnerable persons/groups,Sexual & gender-based violence,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Vulnerable persons/groups,Data collection & research,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Vulnerable persons/groups,Discrimination against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Violence against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Equality & non-discrimination,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Rights related to marriage & family,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Legal & institutional reform,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Support to victims & witnesses,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,"Human rights education, trainings & awareness raising",Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Access to justice & remedy,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Constitutional & legislative framework,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Sexual & gender-based violence,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Data collection & research,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Women & girls,Discrimination against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Violence against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Equality & non-discrimination,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Rights related to marriage & family,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Legal & institutional reform,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Support to victims & witnesses,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,"Human rights education, trainings & awareness raising",Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Access to justice & remedy,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Constitutional & legislative framework,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Sexual & gender-based violence,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Data collection & research,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Judges,Discrimination against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Violence against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Equality & non-discrimination,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Rights related to marriage & family,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Legal & institutional reform,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Support to victims & witnesses,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,"Human rights education, trainings & awareness raising",Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Access to justice & remedy,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Constitutional & legislative framework,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Sexual & gender-based violence,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Data collection & research,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,lawyers,Discrimination against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Violence against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Equality & non-discrimination,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Rights related to marriage & family,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Legal & institutional reform,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Support to victims & witnesses,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,"Human rights education, trainings & awareness raising",Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Access to justice & remedy,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Constitutional & legislative framework,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Sexual & gender-based violence,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Data collection & research,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,prosecutors,Discrimination against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Violence against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Equality & non-discrimination,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Rights related to marriage & family,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Legal & institutional reform,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Support to victims & witnesses,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,"Human rights education, trainings & awareness raising",Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Access to justice & remedy,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Constitutional & legislative framework,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Sexual & gender-based violence,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Data collection & research,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Malawi,Persons deprived of their liberty & detainees,Discrimination against women,Concerns/Observations,Sexual and gender-based violence
CAT,Committee against Torture, 2022,Uganda,Refugees & asylum seekers,Rule of law & impunity,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Refugees & asylum seekers,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Refugees & asylum seekers,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Refugees & asylum seekers,Data collection & research,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Law enforcement / police & prison officials,Rule of law & impunity,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Law enforcement / police & prison officials,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Law enforcement / police & prison officials,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Law enforcement / police & prison officials,Data collection & research,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Migrants,Rule of law & impunity,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Migrants,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Migrants,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Migrants,Data collection & research,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Vulnerable persons/groups,Rule of law & impunity,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Vulnerable persons/groups,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Vulnerable persons/groups,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Uganda,Vulnerable persons/groups,Data collection & research,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Violence against women,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Rule of law & impunity,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Legal & institutional reform,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Support to victims & witnesses,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,"Human rights education, trainings & awareness raising",Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Access to justice & remedy,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Constitutional & legislative framework,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Sexual & gender-based violence,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Data collection & research,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2022,El Salvador,Children,Children: juvenile justice,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Children,Administration of justice & fair trial,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Children,Cooperation with international organizations,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Children,Conditions of detention,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Youth & juveniles,Children: juvenile justice,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Youth & juveniles,Administration of justice & fair trial,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Youth & juveniles,Cooperation with international organizations,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Youth & juveniles,Conditions of detention,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Children: juvenile justice,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Administration of justice & fair trial,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Cooperation with international organizations,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Conditions of detention,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Children: juvenile justice,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Administration of justice & fair trial,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Cooperation with international organizations,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Conditions of detention,Recommendations,Juvenile justice
CAT,Committee against Torture, 2022,Somalia,not provided,,Recommendations,Other issues
CAT,Committee against Torture, 2022,Nicaragua,Law enforcement / police & prison officials,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Law enforcement / police & prison officials,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Law enforcement / police & prison officials,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Law enforcement / police & prison officials,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Law enforcement / police & prison officials,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Law enforcement / police & prison officials,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Women & girls,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Judges,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Judges,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Judges,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Judges,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Judges,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Judges,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,lawyers,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,lawyers,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,lawyers,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,lawyers,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,lawyers,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,lawyers,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,prosecutors,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,prosecutors,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,prosecutors,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,prosecutors,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,prosecutors,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,prosecutors,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Minorities/ racial,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Minorities/ racial,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Minorities/ racial,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Minorities/ racial,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Minorities/ racial,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,Minorities/ racial,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,ethnic,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,ethnic,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,ethnic,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,ethnic,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,ethnic,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,ethnic,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,linguistic,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,linguistic,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,linguistic,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,linguistic,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,linguistic,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,linguistic,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,religious or descent-based groups,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,religious or descent-based groups,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,religious or descent-based groups,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,religious or descent-based groups,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,religious or descent-based groups,Data collection & research,Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Nicaragua,religious or descent-based groups,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2022,Somalia,Public officials,Cooperation & Follow up with Treaty Bodies,Recommendations,Other issues
CAT,Committee against Torture, 2022,Somalia,Public officials,"Human rights education, trainings & awareness raising",Recommendations,Other issues
CAT,Committee against Torture, 2022,Somalia,Media,Cooperation & Follow up with Treaty Bodies,Recommendations,Other issues
CAT,Committee against Torture, 2022,Somalia,Media,"Human rights education, trainings & awareness raising",Recommendations,Other issues
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Medical staff / health professionals,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Medical staff / health professionals,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Medical staff / health professionals,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Medical staff / health professionals,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Medical staff / health professionals,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Medical staff / health professionals,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Older persons,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Older persons,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Older persons,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Older persons,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Older persons,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Older persons,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Lesbian,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Lesbian,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Lesbian,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Lesbian,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Lesbian,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Lesbian,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,gay,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,gay,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,gay,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,gay,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,gay,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,gay,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,bisexual,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,bisexual,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,bisexual,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,bisexual,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,bisexual,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,bisexual,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,transgender,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,transgender,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,transgender,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,transgender,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,transgender,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,transgender,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,intersex persons (LGBTI),Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,intersex persons (LGBTI),Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,intersex persons (LGBTI),"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,intersex persons (LGBTI),Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,intersex persons (LGBTI),Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,intersex persons (LGBTI),Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Women & girls,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Women & girls,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons deprived of their liberty & detainees,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons with disabilities,Equality & non-discrimination,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons with disabilities,Right to health,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons with disabilities,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons with disabilities,Conditions of detention,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons with disabilities,Safe drinking water & sanitation,Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons with disabilities,Budget & resources (for human rights implementation),Concerns/Observations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons living with HIV/AIDS,Equality & non-discrimination,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons living with HIV/AIDS,Legal & institutional reform,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons living with HIV/AIDS,Right to health,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons living with HIV/AIDS,Conditions of detention,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Persons living with HIV/AIDS,Right to education,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Equality & non-discrimination,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Legal & institutional reform,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Right to health,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Conditions of detention,Recommendations,Conditions of detention
CAT,Committee against Torture, 2022,El Salvador,Law enforcement / police & prison officials,Right to education,Recommendations,Conditions of detention
